epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,103.523,0.46599,0.63815,0.50062,0.36771,0.96889,0.9948,1,0.995,0.81676,0.9948,1,0.995,0.79672,0.65433,0.68688,0.57604,0.52093,1.15865,0.0013268,0.0013268,0.0013268
36,105.431,0.51307,0.64333,0.52756,0.40482,0.95979,0.99346,1,0.995,0.84129,0.99346,1,0.995,0.8375,0.6047,0.71668,0.56793,0.46508,1.13044,0.001307,0.001307,0.001307
37,107.675,0.47647,0.71843,0.51064,0.37126,0.92224,0.99322,1,0.995,0.8498,0.99322,1,0.995,0.8777,0.62665,0.79729,0.57106,0.46041,1.13749,0.0012872,0.0012872,0.0012872
38,109.612,0.48068,0.63364,0.52325,0.36876,0.94954,0.99598,1,0.995,0.84354,0.99598,1,0.995,0.92794,0.60292,0.66495,0.57127,0.37857,1.09022,0.0012674,0.0012674,0.0012674
39,111.618,0.50355,0.75079,0.54039,0.4085,0.95242,0.99692,1,0.995,0.86275,0.99692,1,0.995,0.96248,0.58376,0.49188,0.55654,0.35058,1.0876,0.0012476,0.0012476,0.0012476
40,113.764,0.50405,0.63943,0.51072,0.38958,0.96383,0.99703,1,0.995,0.86369,0.99703,1,0.995,0.95028,0.57385,0.41607,0.55484,0.33521,1.08361,0.0012278,0.0012278,0.0012278
41,115.845,0.50044,0.62167,0.50992,0.39141,0.94355,0.997,1,0.995,0.87066,0.997,1,0.995,0.95695,0.59635,0.39932,0.56031,0.37448,1.11257,0.001208,0.001208,0.001208
42,117.984,0.51345,0.99528,0.4694,0.40123,0.96911,1,0.99874,0.995,0.85606,1,0.99874,0.995,0.89507,0.64268,0.47951,0.56254,0.41378,1.14166,0.0011882,0.0011882,0.0011882
43,120.096,0.47426,0.56999,0.48707,0.35333,0.92246,0.96033,1,0.99389,0.84336,0.96033,1,0.99389,0.8874,0.63817,0.43207,0.54472,0.44516,1.1088,0.0011684,0.0011684,0.0011684
44,122.063,0.49785,0.52976,0.51315,0.35093,0.95168,0.96256,1,0.995,0.82995,0.96256,1,0.995,0.84966,0.61197,0.4484,0.52982,0.46916,1.08186,0.0011486,0.0011486,0.0011486
45,124.23,0.51197,0.67594,0.48022,0.41261,0.95864,0.96096,1,0.99389,0.82575,0.99809,1,0.995,0.92081,0.61807,0.44609,0.54173,0.42552,1.07365,0.0011288,0.0011288,0.0011288
46,126.419,0.46995,0.55546,0.48331,0.37281,0.92563,0.96289,0.99815,0.99389,0.85957,0.99793,1,0.995,0.98367,0.65525,0.44352,0.53545,0.42417,1.07217,0.001109,0.001109,0.001109
47,128.481,0.48033,0.61402,0.4996,0.3569,0.94002,0.96287,0.99761,0.99389,0.88159,0.99806,1,0.995,0.98273,0.68239,0.42116,0.50891,0.43387,1.09552,0.0010892,0.0010892,0.0010892
48,130.446,0.47825,0.85552,0.45912,0.36551,0.96048,0.96296,1,0.99389,0.88702,0.99605,1,0.995,0.982,0.59381,0.40547,0.48847,0.41882,1.06558,0.0010694,0.0010694,0.0010694
49,132.504,0.50052,0.66352,0.4686,0.36166,0.93007,0.9608,1,0.99389,0.85945,1,0.99712,0.995,0.97411,0.58008,0.35253,0.48989,0.39863,1.05808,0.0010496,0.0010496,0.0010496
50,134.653,0.48935,0.57177,0.48866,0.35626,0.95138,0.99779,1,0.995,0.85799,0.99779,1,0.995,0.96545,0.59866,0.34074,0.50978,0.35718,1.08756,0.0010298,0.0010298,0.0010298
51,136.615,0.45215,0.49465,0.46656,0.36832,0.92795,0.99776,1,0.995,0.85815,0.99776,1,0.995,0.92825,0.6555,0.38643,0.50697,0.35313,1.09658,0.00101,0.00101,0.00101
52,138.6,0.49672,0.67545,0.48794,0.35212,0.96828,0.99775,1,0.995,0.86291,0.99775,1,0.995,0.94003,0.61305,0.33681,0.46999,0.35709,1.06584,0.0009902,0.0009902,0.0009902
53,140.584,0.41012,0.41101,0.4577,0.33677,0.95429,0.9978,1,0.995,0.90816,0.9978,1,0.995,0.97411,0.54042,0.28386,0.46407,0.34771,1.02136,0.0009704,0.0009704,0.0009704
54,142.715,0.44461,0.34406,0.46006,0.3382,0.95386,0.99785,1,0.995,0.90461,0.99785,1,0.995,0.9716,0.51296,0.28548,0.46324,0.35005,0.9945,0.0009506,0.0009506,0.0009506
55,144.723,0.43508,0.4456,0.44696,0.33287,0.96667,0.99788,1,0.995,0.88984,0.99788,1,0.995,0.97786,0.52469,0.34183,0.46631,0.36492,1.01603,0.0009308,0.0009308,0.0009308
56,146.985,0.4041,0.34123,0.45571,0.32264,0.91539,0.99794,1,0.995,0.88727,0.99794,1,0.995,0.96747,0.55029,0.33726,0.4611,0.39205,1.02485,0.000911,0.000911,0.000911
57,149.009,0.3833,0.31959,0.44734,0.31365,0.92673,0.99795,1,0.995,0.86145,0.99795,1,0.995,0.95585,0.54742,0.32718,0.4591,0.38414,1.03181,0.0008912,0.0008912,0.0008912
58,151.1,0.45006,0.4349,0.45437,0.36915,0.94422,0.99797,1,0.995,0.90308,0.99797,1,0.995,0.95583,0.49136,0.34379,0.46663,0.34374,1.00468,0.0008714,0.0008714,0.0008714
59,153.237,0.41294,0.369,0.44973,0.31807,0.92316,0.99788,1,0.995,0.88754,0.99788,1,0.995,0.96755,0.46714,0.29646,0.46465,0.34481,1.00507,0.0008516,0.0008516,0.0008516
60,155.266,0.42099,0.40308,0.42394,0.32628,0.94041,0.99787,1,0.995,0.88636,0.99787,1,0.995,0.94467,0.51357,0.3306,0.48674,0.35054,1.01928,0.0008318,0.0008318,0.0008318
61,157.28,0.42244,0.3437,0.46197,0.32463,0.92595,0.99773,1,0.995,0.85969,0.99773,1,0.995,0.92143,0.56568,0.3729,0.49101,0.39781,1.036,0.000812,0.000812,0.000812
62,159.384,0.41977,0.37057,0.44357,0.32235,0.91967,0.99769,1,0.995,0.86549,0.99769,1,0.995,0.91614,0.57273,0.42499,0.49661,0.39235,1.0458,0.0007922,0.0007922,0.0007922
63,161.488,0.42361,0.45664,0.44721,0.3265,0.90985,0.99776,1,0.995,0.86418,0.99776,1,0.995,0.93356,0.53922,0.4211,0.50029,0.34741,1.04012,0.0007724,0.0007724,0.0007724
64,163.619,0.38472,0.42278,0.41875,0.3301,0.90686,0.99781,1,0.995,0.87088,0.99781,1,0.995,0.9586,0.50636,0.3756,0.48839,0.33733,1.0408,0.0007526,0.0007526,0.0007526
65,165.71,0.37923,0.30159,0.41695,0.31114,0.91575,0.99783,1,0.995,0.87323,0.99783,1,0.995,0.95774,0.53375,0.29837,0.46244,0.32733,1.05856,0.0007328,0.0007328,0.0007328
66,167.714,0.40413,0.36646,0.40932,0.31349,0.90543,0.99786,1,0.995,0.87759,0.99786,1,0.995,0.95961,0.54972,0.25541,0.44707,0.31349,1.07058,0.000713,0.000713,0.000713
67,169.72,0.35886,0.45801,0.45184,0.29141,0.88378,0.99793,1,0.995,0.88206,0.99793,1,0.995,0.96781,0.53115,0.25658,0.42335,0.32474,1.05701,0.0006932,0.0006932,0.0006932
68,171.842,0.37653,0.32642,0.39847,0.29391,0.91509,0.99792,1,0.995,0.9045,0.99792,1,0.995,0.96983,0.48441,0.26764,0.42431,0.29484,1.03214,0.0006734,0.0006734,0.0006734
69,173.919,0.37568,0.33182,0.44899,0.30914,0.89588,0.99792,1,0.995,0.91601,0.99792,1,0.995,0.97206,0.47731,0.29597,0.42159,0.2955,1.00434,0.0006536,0.0006536,0.0006536
70,176.132,0.36792,0.3119,0.3987,0.28164,0.89761,0.99794,1,0.995,0.92399,0.99794,1,0.995,0.97826,0.46196,0.30759,0.42052,0.27882,0.986,0.0006338,0.0006338,0.0006338
71,178.139,0.35335,0.40155,0.42106,0.295,0.8767,0.9979,1,0.995,0.90214,0.9979,1,0.995,0.98211,0.50252,0.33713,0.41572,0.29004,0.99777,0.000614,0.000614,0.000614
72,180.234,0.37373,0.39351,0.43146,0.29672,0.93533,0.99793,1,0.995,0.90935,0.99793,1,0.995,0.97492,0.51583,0.34277,0.41122,0.28563,1.01205,0.0005942,0.0005942,0.0005942
73,182.287,0.33188,0.33323,0.43495,0.27682,0.89227,0.99791,1,0.995,0.90504,0.99791,1,0.995,0.97532,0.5065,0.30077,0.41094,0.29462,1.01613,0.0005744,0.0005744,0.0005744
74,184.514,0.34096,0.24805,0.41389,0.29939,0.86458,0.99792,1,0.995,0.91043,0.99792,1,0.995,0.98148,0.48693,0.24529,0.41753,0.28812,1.00752,0.0005546,0.0005546,0.0005546
75,186.497,0.34562,0.23541,0.38018,0.27993,0.88608,0.99798,1,0.995,0.91587,0.99798,1,0.995,0.98872,0.47817,0.20357,0.40247,0.29654,0.99506,0.0005348,0.0005348,0.0005348
76,188.592,0.36176,0.32315,0.39968,0.28684,0.90142,0.99795,1,0.995,0.92089,0.99795,1,0.995,0.98831,0.45997,0.19418,0.39939,0.27788,0.99339,0.000515,0.000515,0.000515
77,190.619,0.34231,0.3836,0.37744,0.30822,0.92788,0.99791,1,0.995,0.92451,0.99791,1,0.995,0.98848,0.45975,0.20322,0.39972,0.28864,0.99779,0.0004952,0.0004952,0.0004952
78,192.822,0.3524,0.39548,0.38958,0.27452,0.93106,0.99792,1,0.995,0.91825,0.99792,1,0.995,0.98862,0.4555,0.20602,0.39175,0.28054,0.99867,0.0004754,0.0004754,0.0004754
79,194.832,0.37162,0.29086,0.37782,0.27315,0.88828,0.99792,1,0.995,0.91614,0.99792,1,0.995,0.98876,0.45346,0.19959,0.38277,0.26656,0.99882,0.0004556,0.0004556,0.0004556
80,196.792,0.32539,0.263,0.41837,0.27134,0.90055,0.99795,1,0.995,0.92797,0.99795,1,0.995,0.986,0.45178,0.20008,0.37386,0.27191,0.99802,0.0004358,0.0004358,0.0004358
81,198.934,0.31459,0.34105,0.39423,0.28171,0.87036,0.99797,1,0.995,0.91912,0.99797,1,0.995,0.98377,0.4434,0.21188,0.36749,0.28529,0.99028,0.000416,0.000416,0.000416
82,200.975,0.30495,0.22005,0.38098,0.25395,0.87032,0.99795,1,0.995,0.93005,0.99795,1,0.995,0.97515,0.44442,0.22312,0.36789,0.29207,0.98444,0.0003962,0.0003962,0.0003962
83,203.234,0.34877,0.39442,0.38103,0.28654,0.89733,0.99797,1,0.995,0.91574,0.99797,1,0.995,0.98017,0.4425,0.20629,0.38207,0.27644,0.96963,0.0003764,0.0003764,0.0003764
84,205.344,0.29868,0.22711,0.37328,0.26718,0.87782,0.99796,1,0.995,0.92238,0.99796,1,0.995,0.97592,0.44541,0.19874,0.38267,0.27607,0.96696,0.0003566,0.0003566,0.0003566
85,207.277,0.31262,0.31373,0.36282,0.26658,0.88689,0.99797,1,0.995,0.92088,0.99797,1,0.995,0.98395,0.45616,0.19172,0.37689,0.28321,0.97131,0.0003368,0.0003368,0.0003368
86,209.308,0.31185,0.26059,0.40517,0.26111,0.86364,0.99796,1,0.995,0.91953,0.99796,1,0.995,0.98705,0.46272,0.18647,0.37585,0.28059,0.97337,0.000317,0.000317,0.000317
87,211.571,0.33698,0.35025,0.38496,0.28695,0.88435,0.99791,1,0.995,0.91972,0.99791,1,0.995,0.98695,0.46703,0.18669,0.37961,0.28266,0.97184,0.0002972,0.0002972,0.0002972
88,213.884,0.28032,0.28093,0.36714,0.2507,0.87178,0.99793,1,0.995,0.91777,0.99793,1,0.995,0.98095,0.45936,0.1865,0.38306,0.27315,0.97091,0.0002774,0.0002774,0.0002774
89,216.27,0.28278,0.22001,0.39368,0.26229,0.87856,0.9979,1,0.995,0.91337,0.9979,1,0.995,0.97998,0.45623,0.20132,0.39158,0.26854,0.97263,0.0002576,0.0002576,0.0002576
90,218.379,0.29421,0.38017,0.3595,0.26407,0.87087,0.99791,1,0.995,0.91901,0.99791,1,0.995,0.97282,0.45224,0.21634,0.38991,0.26784,0.97148,0.0002378,0.0002378,0.0002378
91,230.699,0.29343,0.19608,0.40623,0.27807,0.88717,0.99792,1,0.995,0.92296,0.99792,1,0.995,0.97539,0.44255,0.21748,0.38187,0.27258,0.97338,0.000218,0.000218,0.000218
92,234.249,0.25482,0.26397,0.39855,0.23218,0.85949,0.99796,1,0.995,0.92547,0.99796,1,0.995,0.98263,0.44291,0.19971,0.37434,0.27837,0.97779,0.0001982,0.0001982,0.0001982
93,236.933,0.27398,0.2537,0.39876,0.23648,0.84455,0.99795,1,0.995,0.92622,0.99795,1,0.995,0.98248,0.43912,0.19272,0.36451,0.27604,0.97816,0.0001784,0.0001784,0.0001784
94,239.143,0.25007,0.17922,0.39073,0.21944,0.87122,0.99796,1,0.995,0.92152,0.99796,1,0.995,0.99148,0.43587,0.18961,0.35151,0.2811,0.97421,0.0001586,0.0001586,0.0001586
95,241.444,0.25002,0.14771,0.37618,0.22962,0.85213,0.99794,1,0.995,0.91913,0.99794,1,0.995,0.99145,0.43245,0.18597,0.34412,0.28067,0.97433,0.0001388,0.0001388,0.0001388
96,244.095,0.23459,0.23944,0.38953,0.21212,0.8089,0.99795,1,0.995,0.90965,0.99795,1,0.995,0.9881,0.43077,0.18119,0.34558,0.27854,0.97748,0.000119,0.000119,0.000119
97,246.158,0.23342,0.15877,0.31563,0.21319,0.84237,0.99793,1,0.995,0.91533,0.99793,1,0.995,0.98703,0.43174,0.17386,0.34454,0.27155,0.97929,9.92e-05,9.92e-05,9.92e-05
98,248.304,0.26016,0.15022,0.34232,0.24339,0.86126,0.99792,1,0.995,0.91852,0.99792,1,0.995,0.98673,0.43386,0.16948,0.33745,0.27105,0.97928,7.94e-05,7.94e-05,7.94e-05
99,250.501,0.22158,0.14849,0.31771,0.20463,0.85217,0.9979,1,0.995,0.91565,0.9979,1,0.995,0.98721,0.43905,0.1681,0.33534,0.2663,0.97848,5.96e-05,5.96e-05,5.96e-05
100,252.805,0.23316,0.13739,0.35939,0.20043,0.8593,0.99792,1,0.995,0.91612,0.99792,1,0.995,0.98715,0.43772,0.16726,0.33296,0.26348,0.97607,3.98e-05,3.98e-05,3.98e-05
